Library	Species	Species_strain	Species_scientific_name	Organ_detail	Organ_group	Developmental_stage	Stage_detail	Timepoint	Group	Sex	Filename	Used_library	Sequencing_runs	Total_number_reads	Total_number_aligned_reads	Percent_aligned_reads	Extraction_protocol	RQN	RIN	HDBR_ID
4723	Opossum	Opossum	Monodelphis_domestica	Testis	Testis	P42	P42	12	Opossum.Testis.12	Male	4723sTS.Opossum.Testis.42dpb.Male.sorted.bam	yes	WINDU 41 lane 7	21319894	20809715	98%	QIAgen RNeasy QIAzol	7.8		
4727	Opossum	Opossum	Monodelphis_domestica	Testis	Testis	P42	P42	12	Opossum.Testis.12	Male	4727sTS.Opossum.Testis.42dpb.Male.sorted.bam	yes	OBIWAN 158 lane 8	32644024	31818020	97%	QIAgen RNeasy QIAzol	7.5		
5327	Opossum	Opossum	Monodelphis_domestica	Testis	Testis	P6	P6	7	Opossum.Testis.7	Male	5327sTS.Opossum.Testis.6dpb.Male.sorted.bam	yes	WINDU 41 lane 1	32934890	30317777	92%	QIAgen RNeasy QIAzol	6.9		
5328	Opossum	Opossum	Monodelphis_domestica	Testis	Testis	P6	P6	7	Opossum.Testis.7	Male	5328sTS.Opossum.Testis.6dpb.Male.sorted.bam	yes	WINDU 42 lane 6	23593521	22680427	96%	QIAgen RNeasy QIAzol	8.9		
4661	Opossum	Opossum	Monodelphis_domestica	Testis	Testis	P60	P60	12	Opossum.Testis.12	Male	4661sTS.Opossum.Testis.60dpb.Male.sorted.bam	yes	OBIWAN 148 lane 8 / WINDU 46 lane 2	55051637	53907828	98%	QIAgen RNeasy QIAzol	8.8		
4731	Opossum	Opossum	Monodelphis_domestica	Testis	Testis	P60	P60	12	Opossum.Testis.12	Male	4731sTS.Opossum.Testis.60dpb.Male.sorted.bam	yes	WINDU 41 lane 7	22749251	22146264	97%	QIAgen RNeasy QIAzol	7.1		
4619	Opossum	Opossum	Monodelphis_domestica	Testis	Testis	P90	P90	13	Opossum.Testis.13	Male	4619sTS.Opossum.Testis.90dpb.Male.sorted.bam	yes	OBIWAN 149 lane 5	34980724	33381825	95%	QIAgen RNeasy DTT	9.4		
4638	Opossum	Opossum	Monodelphis_domestica	Testis	Testis	P90	P90	13	Opossum.Testis.13	Male	4638sTS.Opossum.Testis.90dpb.Male.sorted.bam	yes	OBIWAN 149 lane 6	39933279	31893380	80%	QIAgen RNeasy QIAzol	8.4		
4838	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e15.5	15.5 days	3	Rabbit.Brain.3	Male	4838sTS.Rabbit.Brain.15.5.Male.sorted.bam	yes	WINDU 32 lane 5	23721214	19764038	83%	QIAgen RNeasy DTT	9.7		
4840	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e15.5	15.5 days	3	Rabbit.Brain.3	Male	4840sTS.Rabbit.Brain.15.5.Male.sorted.bam	yes	WINDU 32 lane 5	33386028	28091795	84%	QIAgen RNeasy DTT	9.7		
4842	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e15.5	15.5 days	3	Rabbit.Brain.3	Female	4842sTS.Rabbit.Brain.15.5.Female.sorted.bam	yes	WINDU 32 lane 5	66442987	55518328	84%	QIAgen RNeasy DTT	9.7		
4844	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e15.5	15.5 days	3	Rabbit.Brain.3	Female	4844sTS.Rabbit.Brain.15.5.Female.sorted.bam	yes	WINDU 32 lane 5	20442713	17005599	83%	QIAgen RNeasy DTT	9.9		
4846	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e16.5	16.5 days	4	Rabbit.Brain.4	Female	4846sTS.Rabbit.Brain.16.5.Female.sorted.bam	yes	WINDU 32 lane 5	60108879	50226025	84%	QIAgen RNeasy DTT	9.5		
4848	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e16.5	16.5 days	4	Rabbit.Brain.4	Male	4848sTS.Rabbit.Brain.16.5.Male.sorted.bam	yes	WINDU 32 lane 6	29356388	24385896	83%	QIAgen RNeasy DTT	9.6		
4850	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e16.5	16.5 days	4	Rabbit.Brain.4	Female	4850sTS.Rabbit.Brain.16.5.Female.sorted.bam	yes	WINDU 34 lane 2	34599797	29216985	84%	QIAgen RNeasy DTT	9.5		
4852	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e16.5	16.5 days	4	Rabbit.Brain.4	Male	4852sTS.Rabbit.Brain.16.5.Male.sorted.bam	yes	WINDU 34 lane 2	35582119	30036154	84%	QIAgen RNeasy DTT	9.4		
4854	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e18	18 days	5	Rabbit.Brain.5	Male	4854sTS.Rabbit.Brain.18.Male.sorted.bam	yes	WINDU 32 lane 6	44975708	36988284	82%	QIAgen RNeasy DTT	9.7		
4856	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e18	18 days	5	Rabbit.Brain.5	Female	4856sTS.Rabbit.Brain.18.Female.sorted.bam	yes	WINDU 32 lane 6	74724694	62909566	84%	QIAgen RNeasy DTT	9.7		
4858	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e18	18 days	5	Rabbit.Brain.5	Male	4858sTS.Rabbit.Brain.18.Male.sorted.bam	yes	WINDU 34 lane 2	36862258	31178499	85%	QIAgen RNeasy DTT	9.4		
4860	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e18	18 days	5	Rabbit.Brain.5	Female	4860sTS.Rabbit.Brain.18.Female.sorted.bam	yes	WINDU 34 lane 3	41891134	35012009	84%	QIAgen RNeasy DTT	9.8		
4781	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e19.5	19.5 days	6	Rabbit.Brain.6	Female	4781sTS.Rabbit.Brain.19.5.Female.sorted.bam	yes	WINDU 32 lane 1	35246498	29638967	84%	QIAgen RNeasy DTT	9.5		
4788	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e19.5	19.5 days	6	Rabbit.Brain.6	Male	4788sTS.Rabbit.Brain.19.5.Male.sorted.bam	yes	WINDU 32 lane 2	35305600	29352326	83%	QIAgen RNeasy DTT	9.7		
4867	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e19.5	19.5 days	6	Rabbit.Brain.6	Male	4867sTS.Rabbit.Brain.19.5.Male.sorted.bam	yes	WINDU 34 lane 3	39015391	32594139	84%	QIAgen RNeasy DTT	9.9		
4875	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e19.5	19.5 days	6	Rabbit.Brain.6	Female	4875sTS.Rabbit.Brain.19.5.Female.sorted.bam	yes	WINDU 34 lane 4	27917201	23409638	84%	QIAgen RNeasy DTT	9.4		
4881	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e21	21 days	7	Rabbit.Brain.7	Female	4881sTS.Rabbit.Brain.21.Female.sorted.bam	yes	WINDU 32 lane 6	24711196	20407902	83%	QIAgen RNeasy DTT	9.4		
4883	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e21	21 days	7	Rabbit.Brain.7	Female	4883sTS.Rabbit.Brain.21.Female.sorted.bam	yes	WINDU 34 lane 7	25577242	21378031	84%	QIAgen RNeasy DTT	9.5		
4885	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e21	21 days	7	Rabbit.Brain.7	Male	4885sTS.Rabbit.Brain.21.Male.sorted.bam	yes	WINDU 34 lane 5	77855891	64419890	83%	QIAgen RNeasy DTT	9.3		
4887	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e21	21 days	7	Rabbit.Brain.7	Male	4887sTS.Rabbit.Brain.21.Male.sorted.bam	yes	WINDU 34 lane 7	36876392	31319145	85%	QIAgen RNeasy DTT	9.2		
4889	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e23	23 days	8	Rabbit.Brain.8	Male	4889sTS.Rabbit.Brain.23.Male.sorted.bam	yes	WINDU 34 lane 4	32823223	27285753	83%	QIAgen RNeasy DTT	9.1		
4891	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e23	23 days	8	Rabbit.Brain.8	Male	4891sTS.Rabbit.Brain.23.Male.sorted.bam	yes	WINDU 34 lane 7	34596395	29556276	85%	QIAgen RNeasy DTT	9.2		
4893	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e23	23 days	8	Rabbit.Brain.8	Female	4893sTS.Rabbit.Brain.23.Female.sorted.bam	yes	WINDU 34 lane 4	37813064	31983301	85%	QIAgen RNeasy DTT	9.3		
4895	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e23	23 days	8	Rabbit.Brain.8	Female	4895sTS.Rabbit.Brain.23.Female.sorted.bam	yes	WINDU 34 lane 8	43694690	37227153	85%	QIAgen RNeasy DTT	9.2		
4911	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e24	24 days	9	Rabbit.Brain.9	Female	4911sTS.Rabbit.Brain.24.Female.sorted.bam	yes	WINDU 34 lane 8	17501119	14938985	85%	QIAgen RNeasy DTT	9.7		
4912	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e24	24 days	9	Rabbit.Brain.9	Female	4912sTS.Rabbit.Brain.24.Female.sorted.bam	yes	WINDU 34 lane 8	34493709	29753491	86%	QIAgen RNeasy DTT	9.2		
3153	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e27	27 days	10	Rabbit.Brain.10	Male	3153sTS.Rabbit.Brain.27.Male.sorted.bam	yes	WINDU 7 lane 8	34915251	31624112	91%	QIAgen RNeasy DTT	8.2		
3162	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e27	27 days	10	Rabbit.Brain.10	Female	3162sTS.Rabbit.Brain.27.Female.sorted.bam	yes	WINDU 7 lane 8	44064252	40621675	92%	QIAgen RNeasy DTT	9.5		
3184	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e27	27 days	10	Rabbit.Brain.10	Male	3184sTS.Rabbit.Brain.27.Male.sorted.bam	yes	WINDU 25 lane 8	44694856	38121283	85%	QIAgen RNeasy DTT	9.6		
3192	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	e27	27 days	10	Rabbit.Brain.10	Female	3192sTS.Rabbit.Brain.27.Female.sorted.bam	yes	WINDU 25 lane 8	28577581	24594225	86%	QIAgen RNeasy DTT	8.9		
3143	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P0	0 days post birth	11	Rabbit.Brain.11	Female	3143sTS.Rabbit.Brain.0dpb.Female.sorted.bam	yes	WINDU 7 lane 7	43343784	34578688	80%	QIAgen RNeasy DTT	9.1		
3170	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P0	0 days post birth	11	Rabbit.Brain.11	Male	3170sTS.Rabbit.Brain.0dpb.Male.sorted.bam	yes	OBIWAN 109 lane 8	54798710	46009253	84%	QIAgen RNeasy DTT	8.3		
3176	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P0	0 days post birth	11	Rabbit.Brain.11	Male	3176sTS.Rabbit.Brain.0dpb.Male.sorted.bam	yes	WINDU 25 lane 8	25716458	22158504	86%	QIAgen RNeasy DTT	9.6		
3386	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P0	0 days post birth	11	Rabbit.Brain.11	Female	3386sTS.Rabbit.Brain.0dpb.Female.sorted.bam	yes	WINDU 26 lane 7	36502117	30791417	84%	QIAgen RNeasy DTT	8.2		
3114	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P14	2 weeks post birth	12	Rabbit.Brain.12	Female	3114sTS.Rabbit.Brain.2wpb.Female.sorted.bam	yes	WINDU 7 lane 7	37905761	34560718	91%	QIAgen RNeasy DTT	8.9		
3120	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P14	2 weeks post birth	12	Rabbit.Brain.12	Male	3120sTS.Rabbit.Brain.2wpb.Male.sorted.bam	yes	WINDU 23 lane 5	36714843	31513429	86%	QIAgen RNeasy DTT	8.9		
3138	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P14	2 weeks post birth	12	Rabbit.Brain.12	Female	3138sTS.Rabbit.Brain.2wpb.Female.sorted.bam	yes	WINDU 25 lane 7	28044272	24153784	86%	QIAgen RNeasy DTT	8.5		
3011	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P186-P548	6 months post birth	15	Rabbit.Brain.15	Female	3011sTS.Rabbit.Brain.6mpb.Female.sorted.bam	yes	WINDU 7 lane 5	30110598	26867326	89%	QIAgen RNeasy QIAzol	7.3		
3017	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P186-P548	1 year post birth	15	Rabbit.Brain.15	Male	3017sTS.Rabbit.Brain.1ypb.Male.sorted.bam	yes	WINDU 7 lane 6	33359809	27563928	83%	QIAgen RNeasy QIAzol	6.7		
3021	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P186-P548	6 months post birth	15	Rabbit.Brain.15	Female	3021sTS.Rabbit.Brain.6mpb.Female.sorted.bam	yes	WINDU 7 lane 6	58218690	49003306	84%	QIAgen RNeasy QIAzol	6.6		
3025	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P186-P548	6 months post birth	15	Rabbit.Brain.15	Male	3025sTS.Rabbit.Brain.6mpb.Male.sorted.bam	yes	WINDU 7 lane 6	34477933	31502942	91%	QIAgen RNeasy QIAzol	6.9		
4830	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P84	12 weeks post birth	13	Rabbit.Brain.13	Male	4830sTS.Rabbit.Brain.12wpb.Male.sorted.bam	yes	WINDU 32 lane 4	32522703	27602928	85%	QIAgen RNeasy QIAzol	7.5		
4836	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P84	12 weeks post birth	13	Rabbit.Brain.13	Female	4836sTS.Rabbit.Brain.12wpb.Female.sorted.bam	yes	WINDU 32 lane 4	26486899	22210760	84%	QIAgen RNeasy QIAzol	7.6		
4917	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P84	12 weeks post birth	13	Rabbit.Brain.13	Male	4917sTS.Rabbit.Brain.12wpb.Male.sorted.bam	yes	WINDU 34 lane 8	23398690	20595094	88%	QIAgen RNeasy DTT	8.7		
4928	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Forebrain/Cerebrum	Brain	P84	12 weeks post birth	13	Rabbit.Brain.13	Female	4928sTS.Rabbit.Brain.12wpb.Female.sorted.bam	yes	OBIWAN 138 lane 5	53326817	46136538	87%	QIAgen RNeasy DTT	9.0		
4746	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e12	12 days	1	Rabbit.Heart.1	Male	4746sTS.Rabbit.Heart.12.Male.sorted.bam	yes	OBIWAN 131 lane 8	33650941	28705365	85%	QIAgen RNeasy DTT	9.3		
4749	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e12	12 days	1	Rabbit.Heart.1	Male	4749sTS.Rabbit.Heart.12.Male.sorted.bam	yes	OBIWAN 131 lane 8	17435901	14908956	86%	QIAgen RNeasy DTT	8.8		
4754	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e12	12 days	1	Rabbit.Heart.1	Female	4754sTS.Rabbit.Heart.12.Female.sorted.bam	yes	OBIWAN 132 lane 8	59021079	49747345	84%	QIAgen RNeasy DTT	9.7		
4793	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e12	12 days	1	Rabbit.Heart.1	Female	4793sTS.Rabbit.Heart.12.Female.sorted.bam	yes	WINDU 32 lane 2	28474695	24162781	85%	QIAgen RNeasy QIAzol	9.1		
4736	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e13	13 days	2	Rabbit.Heart.2	Female	4736sTS.Rabbit.Heart.13.Female.sorted.bam	yes	OBIWAN 131 lane 4	46872105	40713829	87%	QIAgen RNeasy QIAzol	8.3		
4827	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e13	13 days	2	Rabbit.Heart.2	Male	4827sTS.Rabbit.Heart.13.Male.sorted.bam	yes	WINDU 32 lane 3	23551683	19751963	84%	QIAgen RNeasy QIAzol	9.3		
4925	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e13	13 days	2	Rabbit.Heart.2	Male	4925sTS.Rabbit.Heart.13.Male.sorted.bam	yes	WINDU 34 lane 6	38227825	31619065	83%	QIAgen RNeasy DTT	9.9		
4818	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e14	14 days	3	Rabbit.Heart.3	Female	4818sTS.Rabbit.Heart.14.Female.sorted.bam	yes	WINDU 34 lane 1	33856539	28699179	85%	QIAgen RNeasy DTT	9.8		
4824	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e14	14 days	3	Rabbit.Heart.3	Male	4824sTS.Rabbit.Heart.14.Male.sorted.bam	yes	WINDU 34 lane 2	41679820	34894687	84%	QIAgen RNeasy DTT	10.0		
4996	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e14	14 days	3	Rabbit.Heart.3	Male	4996sTS.Rabbit.Heart.14.Male.sorted.bam	yes	OBIWAN 138 lane 6	28583709	24376961	85%	QIAgen RNeasy DTT	10.0		
3374	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e15.5	15.5 days	3	Rabbit.Heart.3	Male	3374sTS.Rabbit.Heart.15.5.Male.sorted.bam	yes	OBIWAN 131 lane 2	26488994	22746920	86%	QIAgen RNeasy DTT	9.7		
3429	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e15.5	15.5 days	3	Rabbit.Heart.3	Male	3429sTS.Rabbit.Heart.15.5.Male.sorted.bam	yes	OBIWAN 131 lane 7	14990137	12770382	85%	QIAgen RNeasy DTT	9.8		
3445	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e15.5	15.5 days	3	Rabbit.Heart.3	Female	3445sTS.Rabbit.Heart.15.5.Female.sorted.bam	yes	WINDU 26 lane 8	23651849	20067176	85%	QIAgen RNeasy DTT	9.7		
3451	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e15.5	15.5 days	3	Rabbit.Heart.3	Female	3451sTS.Rabbit.Heart.15.5.Female.sorted.bam	yes	OBIWAN 131 lane 3	35928132	30430673	85%	QIAgen RNeasy DTT	9.3		
3410	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e16.5	16.5 days	4	Rabbit.Heart.4	Female	3410bsTS.Rabbit.Heart.16.5.Female.sorted.bam	yes	WINDU 35 lane 6	33930611	28942780	85%	QIAgen RNeasy DTT	9.7		
3422	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e16.5	16.5 days	4	Rabbit.Heart.4	Male	3422sTS.Rabbit.Heart.16.5.Male.sorted.bam	yes	OBIWAN 131 lane 7	11332590	9760106	86%	QIAgen RNeasy DTT	10.0		
3433	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e16.5	16.5 days	4	Rabbit.Heart.4	Female	3433sTS.Rabbit.Heart.16.5.Female.sorted.bam	yes	OBIWAN 131 lane 3	38389369	32337605	84%	QIAgen RNeasy DTT	9.3		
3441	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e16.5	16.5 days	4	Rabbit.Heart.4	Male	3441sTS.Rabbit.Heart.16.5.Male.sorted.bam	yes	OBIWAN 131 lane 3	33962062	28898413	85%	QIAgen RNeasy DTT	10.0		
3320	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e18	18 days	5	Rabbit.Heart.5	Male	3320sTS.Rabbit.Heart.18.Male.sorted.bam	yes	OBIWAN 131 lane 1	33272680	29069569	87%	QIAgen RNeasy DTT	9.3		
3335	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e18	18 days	5	Rabbit.Heart.5	Female	3335sTS.Rabbit.Heart.18.Female.sorted.bam	yes	WINDU 26 lane 7	22998592	19731859	86%	QIAgen RNeasy DTT	7.8		
3341	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e18	18 days	5	Rabbit.Heart.5	Female	3341sTS.Rabbit.Heart.18.Female.sorted.bam	yes	OBIWAN 131 lane 2	24417901	21315299	87%	QIAgen RNeasy DTT	8.6		
3401	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e18	18 days	5	Rabbit.Heart.5	Male	3401sTS.Rabbit.Heart.18.Male.sorted.bam	yes	OBIWAN 131 lane 7	66610570	57028297	86%	QIAgen RNeasy DTT	9.9		
4783	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e19.5	19.5 days	6	Rabbit.Heart.6	Female	4783sTS.Rabbit.Heart.19.5.Female.sorted.bam	yes	WINDU 32 lane 1	33772926	28764902	85%	QIAgen RNeasy DTT	9.8		
4790	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e19.5	19.5 days	6	Rabbit.Heart.6	Male	4790sTS.Rabbit.Heart.19.5.Male.sorted.bam	yes	WINDU 32 lane 2	33415367	28758802	86%	QIAgen RNeasy DTT	9.6		
4869	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e19.5	19.5 days	6	Rabbit.Heart.6	Male	4869sTSm.Rabbit.Heart.19.5.Male.sorted.bam	yes	OBIWAN 134 lane 8 / WINDU 30 lane 4	34879303	30101680	86%	QIAgen RNeasy DTT	9.6		
4877	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e19.5	19.5 days	6	Rabbit.Heart.6	Female	4877sTSm.Rabbit.Heart.19.5.Female.sorted.bam	yes	OBIWAN 134 lane 8 / WINDU 30 lane 4	37445801	32749966	87%	QIAgen RNeasy DTT	9.5		
3255	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e21	21 days	7	Rabbit.Heart.7	Male	3255sTS.Rabbit.Heart.21.Male.sorted.bam	yes	OBIWAN 131 lane 6	19936003	16892844	85%	QIAgen RNeasy DTT	8.5		
3311	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e21	21 days	7	Rabbit.Heart.7	Male	3311sTS.Rabbit.Heart.21.Male.sorted.bam	yes	OBIWAN 131 lane 1	32210394	27412130	85%	QIAgen RNeasy DTT	8.8		
3317	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e21	21 days	7	Rabbit.Heart.7	Female	3317sTS.Rabbit.Heart.21.Female.sorted.bam	yes	WINDU 26 lane 7	20692924	18000140	87%	QIAgen RNeasy DTT	9.4		
3397	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e21	21 days	7	Rabbit.Heart.7	Female	3397sTS.Rabbit.Heart.21.Female.sorted.bam	yes	OBIWAN 131 lane 2	25148934	21866716	87%	QIAgen RNeasy DTT	9.8		
3235	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e23	23 days	8	Rabbit.Heart.8	Male	3235sTS.Rabbit.Heart.23.Male.sorted.bam	yes	OBIWAN 131 lane 1	29782011	25290456	85%	QIAgen RNeasy DTT	8.8		
3266	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e23	23 days	8	Rabbit.Heart.8	Female	3266sTS.Rabbit.Heart.23.Female.sorted.bam	yes	WINDU 26 lane 6	26110489	22757062	87%	QIAgen RNeasy DTT	9.0		
3273	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e23	23 days	8	Rabbit.Heart.8	Male	3273sTS.Rabbit.Heart.23.Male.sorted.bam	yes	OBIWAN 131 lane 6	23149570	19435144	84%	QIAgen RNeasy DTT	8.9		
3310	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e23	23 days	8	Rabbit.Heart.8	Female	3310sTS.Rabbit.Heart.23.Female.sorted.bam	yes	OBIWAN 131 lane 1	30564693	26743757	87%	QIAgen RNeasy DTT	8.0		
3207	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e24	24 days	9	Rabbit.Heart.9	Male	3207sTS.Rabbit.Heart.24.Male.sorted.bam	yes	OBIWAN 131 lane 5	29222996	24906392	85%	QIAgen RNeasy DTT	8.7		
3214	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e24	24 days	9	Rabbit.Heart.9	Male	3214sTS.Rabbit.Heart.24.Male.sorted.bam	yes	WINDU 28 lane 8	32515889	27166422	84%	QIAgen RNeasy DTT	10.0		
3220	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e24	24 days	9	Rabbit.Heart.9	Female	3220sTS.Rabbit.Heart.24.Female.sorted.bam	yes	WINDU 26 lane 2	31792324	26970305	85%	QIAgen RNeasy DTT	7.7		
3227	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e24	24 days	9	Rabbit.Heart.9	Female	3227sTS.Rabbit.Heart.24.Female.sorted.bam	yes	WINDU 28 lane 8	30810724	26030451	84%	QIAgen RNeasy DTT	9.0		
3155	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e27	27 days	10	Rabbit.Heart.10	Male	3155sTS.Rabbit.Heart.27.Male.sorted.bam	yes	WINDU 28 lane 1	35269207	30914534	88%	QIAgen RNeasy DTT	7.3		
3164	Rabbit	Rabbit (New Zealand)	Oryctolagus_cuniculus	Heart	Heart	e27	27 days	10	Rabbit.Heart.10	Female	3164sTS.Rabbit.Heart.27.Female.sorted.bam	yes	WINDU 25 lane 7	31328873	27412081	87%	QIAgen RNeasy DTT	8.5		
